title,date,site_name,city,county,state,country,fqa_db_region,fqa_db_publication_year,fqa_db_description,custom_fqa_db_name,custom_fqa_db_description,practitioner,latitude,longitude,weather_notes,duration_notes,community_type_notes,other_notes,private_public,total_mean_c,native_mean_c,total_fqi,native_fqi,adjusted_fqi,c_value_zero,c_value_low,c_value_mid,c_value_high,native_tree_mean_c,native_shrub_mean_c,native_herbaceous_mean_c,total_species,native_species,non_native_species,mean_wetness,native_mean_wetness,tree,shrub,vine,forb,grass,sedge,rush,fern,bryophyte,annual,perennial,biennial,native_annual,native_perennial,native_biennial
w-495-a1,2018-07-24,w-495-a1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.9,3.3,23.2,24.7,30.9,23.4,34.4,32.8,9.4,4,2.4,3.3,64,56,8,-0.5,-0.6,7,6,7,34,5,4,0,1,0,6,56,2,5,51,0
w-496-a,2018-07-24,w-496-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,3.8,3.9,22.8,23.1,38.5,8.3,30.6,52.8,8.3,4,5,3.8,36,35,1,-1.1,-1.1,3,1,1,22,4,4,0,1,0,2,34,0,2,33,0
w-496-b,2018-07-24,w-496-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,3.4,4,18.6,20.4,37.2,13.3,36.7,43.3,6.7,4,NA,4,30,26,4,-1.2,-1.4,1,0,0,19,3,7,0,0,0,3,25,2,3,23,0
w-496-y,2018-07-24,w-496-y,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.5,2.4,8.4,10.5,18.8,61.3,16.1,19.4,3.2,2,2,2.4,31,19,12,-0.2,-0.5,2,1,0,18,6,3,0,1,0,2,24,5,2,16,1
w-497-a,2018-07-24,w-497-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.9,3.7,25.9,29.4,32.8,32.5,25,33.8,8.8,4,5,3.6,80,63,17,-0.6,-0.9,6,3,4,54,6,5,0,2,0,14,61,5,12,51,0
w-497-b,2018-07-24,w-497-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.8,3.8,24.9,29.2,32.8,32.9,21.5,39.2,6.3,3.7,3.8,3.8,79,59,20,-0.7,-1,6,7,1,52,6,7,0,0,0,11,64,4,8,49,2
w-512-d,2018-07-24,w-512-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.7,3.4,20,22.6,30.4,32.7,23.6,34.5,9.1,4.2,1,3.4,55,44,11,-0.5,-0.8,5,2,0,35,8,5,0,0,0,10,43,2,8,35,1
w-478-f,2018-07-23,w-478-f,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,3,3.4,21.8,23.3,32,26.4,28.3,34,11.3,3,1,3.5,53,47,6,-0.7,-0.9,5,2,2,31,6,6,0,1,0,5,45,3,5,41,1
w-478-g,2018-07-23,w-478-g,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.4,2.7,14.2,15,25.4,28.6,34.3,34.3,2.9,2.8,1,2.8,35,31,4,-0.3,-0.3,6,3,3,16,5,2,0,0,0,0,34,1,0,30,1
w-479-b,2018-07-23,w-479-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.4,3.2,21.7,25.2,27.8,40.2,20.7,34.1,4.9,2.5,4.3,3.2,82,62,20,-0.5,-0.9,2,3,3,51,13,10,0,0,0,11,67,4,11,50,1
w-486-b,2018-07-23,w-486-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.5,3.2,24.5,27.7,28.3,36.5,26,31.3,6.3,2.7,4.5,3,96,75,21,-0.6,-0.9,7,10,7,55,8,8,0,1,0,12,79,5,10,64,1
w-486-c,2018-07-23,w-486-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.7,3.2,20,21.5,28.9,29.1,32.7,32.7,5.5,0,1,3.4,55,45,10,-0.9,-1.2,1,1,1,38,5,7,0,2,0,8,44,3,7,38,0
w-487-a,2018-07-23,w-487-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.9,2.7,14.3,17.3,22.9,45.6,24.6,26.3,3.5,4.5,3,2.6,57,41,16,-0.4,-0.7,2,1,2,38,8,5,0,1,0,6,46,5,6,34,1
w-487-a1,2018-07-23,w-487-a1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.5,3.3,21.1,24.2,28.8,33.8,26.8,35.2,4.2,3.1,4.4,3.1,71,54,17,-0.5,-0.9,7,6,3,39,7,8,0,1,0,8,58,5,6,46,2
w-487-c,2018-07-23,w-487-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.6,2.2,9.7,11.4,18.8,51.4,27,21.6,0,3,3,2.1,37,27,10,-0.5,-0.9,3,1,0,24,6,2,0,1,0,6,28,3,6,21,0
w-487-d,2018-07-23,w-487-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.5,3.2,20.6,23.3,28.3,36.8,26.5,32.4,4.4,3.5,2.5,3.2,68,53,15,-0.5,-0.8,4,4,2,41,7,9,0,1,0,10,54,4,10,42,1
w-488-a,2018-07-23,w-488-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,0.2,0.7,0.9,1.9,3.9,81.8,18.2,0,0,NA,NA,0.7,22,7,15,0.7,0.4,0,0,0,19,2,1,0,0,0,4,16,2,2,5,0
w-488-y,2018-07-23,w-488-y,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,0.9,2,5.3,8,13.5,68.6,20,8.6,2.9,0,2,2.1,35,16,19,0,-0.4,1,2,0,21,8,3,0,0,0,6,27,2,3,12,1
w-489-a,2018-07-23,w-489-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.4,3.3,22.8,27,28.5,38.9,22.2,33.3,5.6,3,2.5,3.3,90,67,23,-0.6,-1,7,3,4,62,5,9,0,0,0,11,75,4,10,56,1
w-489-b,2018-07-23,w-489-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.1,2.7,11.5,12.9,23.6,40,26.7,26.7,6.7,5,2,2.7,30,23,7,-0.2,-0.5,1,1,4,16,5,2,0,1,0,6,24,0,4,19,0
w-489-c,2018-07-23,w-489-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.8,3.6,17.9,20.4,31.8,24.4,34.1,34.1,7.3,4,2,3.6,41,32,9,-0.8,-1.2,2,2,1,27,4,5,0,0,0,5,33,3,5,26,1
w-489-y,2018-07-23,w-489-y,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.7,3.4,21.1,23.6,30.2,31.1,24.6,41,3.3,2.9,NA,3.5,61,48,13,-1,-1.2,7,1,2,35,7,9,0,0,0,5,53,3,4,43,1
w-491-b,2018-07-23,w-491-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.6,2.6,9.2,11.9,20.7,48.5,27.3,24.2,0,NA,3.7,2.4,33,21,12,-0.6,-0.9,0,3,1,22,5,1,0,1,0,7,25,1,5,16,0
w-485-a,2018-07-20,w-485-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.3,3.1,18.7,21.7,26.7,37.9,25.8,34.8,1.5,3.8,3.8,2.8,66,49,17,-0.6,-0.9,8,6,2,38,6,6,0,0,0,6,54,6,5,42,2
w-485-b,2018-07-20,w-485-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.1,3,11.1,13.4,25.4,39.3,21.4,39.3,0,3.5,NA,2.9,28,20,8,-0.4,-0.5,2,0,3,19,2,2,0,0,0,1,23,4,1,18,1
w-485-d,2018-07-20,w-485-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.5,2.9,16.2,17.2,26.5,28.6,35.7,31,4.8,4,1.8,3.1,42,35,7,-0.8,-0.9,1,4,4,23,5,5,0,0,0,5,35,2,5,29,1
w-486-a,2018-07-20,w-486-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.6,2.9,13.7,18.3,21.5,57.5,17.8,21.9,2.7,3,3.3,2.9,73,40,33,-0.1,-0.7,4,4,2,50,9,4,0,0,0,6,58,9,3,35,2
w-473-a,2018-07-19,w-473-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.6,3.1,18.4,19.8,28.1,32,32,30,6,4.5,1.5,3.2,50,41,9,-0.7,-0.9,2,3,2,33,5,5,0,0,0,10,38,2,9,31,1
w-473-z,2018-07-19,w-473-z,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.3,2.8,13.8,15.3,25.6,36.1,33.3,25,5.6,2,5,2.8,36,30,6,-0.8,-1,2,2,1,23,5,3,0,0,0,9,26,1,9,21,0
w-475-d,2018-07-19,w-475-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.8,3.5,18.4,20.7,31.6,32.6,23.3,34.9,9.3,4,3,3.5,43,35,8,-0.7,-0.8,1,1,1,25,6,8,0,1,0,6,36,1,4,31,0
w-476-a,2018-07-19,w-476-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.5,2.2,10.6,12.6,17.9,54,24,22,0,5,2.8,1.9,50,33,17,0.2,-0.1,2,7,3,29,7,2,0,0,0,7,40,3,5,27,1
w-476-b,2018-07-19,w-476-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.8,2.6,13.1,16,22,47.2,22.6,28.3,1.9,4,3.8,2.3,53,38,15,0,-0.2,1,6,3,29,8,4,0,2,0,4,47,2,3,34,1
w-476-c,2018-07-19,w-476-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.5,3,20.3,22.2,27.4,34.8,24.2,36.4,4.5,4.6,2.8,2.9,66,55,11,-0.4,-0.6,5,6,3,38,7,5,0,2,0,8,55,3,6,48,1
w-476-d,2018-07-19,w-476-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,0.6,0.9,3.1,3.7,7.3,73.1,23.1,3.8,0,NA,3,0.6,26,17,9,0.2,0.1,0,2,0,15,7,2,0,0,0,8,18,0,7,10,0
w-477-a,2018-07-19,w-477-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.8,2.3,8,8.9,19.9,40,35,25,0,4,3.5,2,20,15,5,-0.6,-0.9,1,2,1,14,1,1,0,0,0,5,14,1,3,11,1
w-478-c,2018-07-19,w-478-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.2,2.2,4,5.4,16.2,63.6,27.3,9.1,0,0,NA,2.6,11,6,5,-1,-1.3,1,0,0,5,3,2,0,0,0,2,9,0,2,4,0
w-478-d,2018-07-19,w-478-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,0.8,3,1.6,3,15,75,25,0,0,NA,NA,3,4,1,3,-0.3,-2,0,0,0,2,2,0,0,0,0,0,4,0,0,1,0
w-478-e,2018-07-19,w-478-e,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,0.5,1.5,1.7,3,9,72.7,27.3,0,0,NA,NA,1.5,11,4,7,0.2,-0.5,0,0,0,5,4,2,0,0,0,1,10,0,0,4,0
w-481-a,2018-07-19,w-481-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.5,2.7,7.9,10.5,19.8,53.6,28.6,17.9,0,2.5,2.5,2.8,28,15,13,-0.6,-1.5,2,2,0,16,4,3,0,1,0,10,17,1,3,12,0
w-485-x,2018-07-19,w-481-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.9,2.8,10.2,12.2,22.7,48.3,20.7,31,0,2,0,3.1,29,19,10,-0.2,-0.5,3,2,1,13,6,4,0,0,0,1,25,3,1,17,1
w-482-a,2018-07-19,w-482-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.6,2.6,9.2,11.9,20.7,48.5,24.2,27.3,0,4.5,3,2.3,33,21,12,-0.2,-0.6,2,2,1,25,2,1,0,0,0,6,23,4,4,16,1
w-482-b,2018-07-19,w-482-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.3,1.9,6.4,7.6,15.5,54.2,25,20.8,0,4,NA,1.8,24,16,8,0.2,0,1,0,1,16,4,2,0,0,0,1,19,4,1,14,1
w-482-c,2018-07-19,w-482-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.7,2.2,8.2,9.1,18.9,43.5,43.5,13,0,NA,2,2.3,23,17,6,-0.3,-0.6,0,1,0,14,4,4,0,0,0,4,16,3,4,13,0
w-482-d,2018-07-19,w-482-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2,3.2,11.1,14.3,25.7,48.4,25.8,19.4,6.5,3,2,3.2,31,20,11,-0.2,-0.6,1,1,0,21,2,6,0,0,0,1,26,4,1,19,0
w-482-e,2018-07-19,w-482-e,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.3,2.6,6.6,9.4,18.4,61.5,23.1,11.5,3.8,NA,NA,2.6,26,13,13,0.1,-0.5,0,0,0,17,6,3,0,0,0,2,19,5,0,12,1
w-483-a,2018-07-19,w-483-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2,2.8,16.4,19.4,23.7,43.3,23.9,31.3,1.5,1.7,3,2.9,67,48,19,-0.4,-0.7,3,3,2,48,5,6,0,0,0,13,50,4,7,40,1
w-483-a1,2018-07-19,w-483-a1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.2,2.1,6.6,8.9,16.3,56.7,30,13.3,0,1.8,NA,2.1,30,18,12,-0.1,-0.7,4,1,1,18,4,2,0,0,0,5,22,3,5,13,0
w-483-x,2018-07-19,w-483-x,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,0.4,0.8,1.7,2.5,6,83.3,11.1,5.6,0,NA,NA,0.8,18,10,8,0.6,0.3,0,0,0,15,3,0,0,0,0,3,13,2,3,6,1
w-484-y,2018-07-19,w-484-y,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.1,3.3,16.4,20.9,26.7,45.9,21.3,26.2,6.6,3.5,1.7,3.4,61,40,21,-0.3,-0.7,6,5,1,32,8,8,0,1,0,4,53,4,3,36,1
w-484-z,2018-07-19,w-484-z,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.8,3.4,19.2,21,30.6,29.8,25.5,40.4,4.3,2.7,3.7,3.5,47,38,9,-0.7,-0.9,3,3,0,31,4,5,0,1,0,6,37,4,4,33,1
w-485-y,2018-07-19,w-485-y,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.6,3.7,16.2,19.2,30.8,41,17.9,33.3,7.7,3,4.3,3.8,39,27,12,-0.7,-1.1,4,4,0,23,4,4,0,0,0,1,36,2,1,26,0
Lake Survey,2018-07-18,Johnson Lake,Byram Township,Sussex,New Jersey,USA,"Morris County, NJ",2017,"NJ State list by Walz, et al (2017) with added liverworts and editing by Barringer",Lewis Morris Park and Fosterfields,"Morris County, NJ, with added species",Wild RIdge Plants,NA,NA,NA,NA,NA,NA,Public,5.1,5.9,24.5,26.4,55,13,13,47.8,26.1,NA,5,5.9,23,20,3,-5,-5,0,1,0,20,0,2,0,0,0,2,21,0,1,19,0
w-469-b,2018-07-18,w-469-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2,3.1,20.9,26.5,25.4,45,22.9,26.6,5.5,2.5,2.8,3.1,109,73,36,-0.1,-0.6,8,7,2,72,9,10,0,1,0,8,92,9,6,65,2
w-470-a,2018-07-18,w-470-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.9,2.8,17,20.4,22.8,47.5,22.5,28.8,1.3,3,2.8,2.8,80,53,27,-0.3,-0.7,5,5,4,50,10,6,0,0,0,6,67,7,4,48,1
w-470-c,2018-07-18,w-470-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.7,3.2,11.1,15,22.9,55.8,16.3,27.9,0,2.8,4.5,3.3,43,22,21,0.2,-0.5,10,5,4,16,8,0,0,0,0,1,37,5,0,21,1
w-471-b,2018-07-18,w-471-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.5,2,8.2,9.4,17.1,53.3,26.7,20,0,2.7,3,1.9,30,22,8,-0.2,-0.4,3,2,1,15,4,4,0,1,0,5,23,2,4,17,1
w-471-c,2018-07-18,w-471-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.1,2.5,8.7,9.4,22.7,29.4,41.2,29.4,0,2.3,1.5,2.8,17,14,3,-0.9,-0.8,3,2,2,7,1,2,0,0,0,0,16,1,0,13,1
w-471-g,2018-07-18,w-471-g,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1,1.6,7.5,9.3,12.4,63.2,26.3,10.5,0,0.8,2.3,1.7,57,34,23,0.4,0.2,5,6,4,34,7,1,0,0,0,5,46,6,3,30,1
w-472-c,2018-07-18,w-472-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.1,1.9,6.3,8.3,14.4,66.7,18.2,15.2,0,0,5,1.8,33,19,14,0.1,-0.2,2,2,1,20,5,3,0,0,0,6,24,3,2,16,1
w-467-b,2018-07-17,w-467-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.8,2.9,12.1,15.1,22.5,48.9,24.4,26.7,0,3,2,3,45,27,18,-0.4,-0.9,3,3,0,27,6,5,0,1,0,5,39,1,3,24,0
w-467-d,2018-07-17,w-467-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Team 1,2",NA,NA,NA,NA,NA,NA,Public,2.7,3.5,30.7,35.2,31,34.9,22.5,34.1,8.5,3.9,3,3.5,129,101,28,-0.4,-0.8,8,8,4,81,11,12,0,5,0,16,109,4,12,88,1
w-467-e,2018-07-17,w-467-e,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.1,2,6.4,8.9,15.3,67.6,11.8,17.6,2.9,2.5,NA,1.9,34,20,14,0,-0.4,2,0,0,25,6,1,0,0,0,10,22,2,6,13,1
w-467-f,2018-07-17,w-467-f,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,0.7,1.9,3.6,6,11.8,76.9,15.4,7.7,0,NA,NA,1.9,26,10,16,0.6,0,0,0,0,19,5,1,0,1,0,5,18,3,2,7,1
w-469-d,2018-07-17,w-469-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,3.1,3.5,23.4,25,33.1,21.1,31.6,42.1,5.3,NA,2,3.5,57,51,6,-0.9,-1,0,1,1,38,6,10,0,1,0,7,47,3,7,43,1
w-469-c,2018-07-17,w-469-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.6,3.2,11.6,12.8,28.6,30,35,25,10,5,NA,3.1,20,16,4,-1,-1.4,1,0,0,13,0,6,0,0,0,4,15,1,3,13,0
w-471-f,2018-07-17,w-471-f,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.7,2.5,10.1,12.2,20.7,45.7,25.7,28.6,0,3,4,2.3,35,24,11,-0.2,-0.4,6,4,3,17,3,2,0,0,0,5,28,2,5,18,1
w-465-a,2018-07-16,w-465-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,3.2,3.9,30.2,33.3,35.3,30.3,20.2,37.1,12.4,3.5,4.3,3.9,89,73,16,-0.1,-0.3,6,12,3,53,4,6,0,5,0,5,78,6,4,67,2
w-466-b,2018-07-16,w-466-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.7,2.7,7.4,9.4,21.5,47.4,26.3,26.3,0,4.5,NA,2.3,19,12,7,-0.9,-1.3,2,0,0,11,2,3,0,1,0,2,17,0,1,11,0
